Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_2506,,hypothetical protein,1,1,1.0,1,3897,,,,219,219,219.0,,,,LIMHLO_10580,,,,,,,,,
group_2502,,hypothetical protein,1,1,1.0,1,3893,,,,219,219,219.0,,CJHMOJ_11690,,,,,,,,,,,
group_2501,,Uncharacterized protein gp33,1,1,1.0,1,3892,,,,219,219,219.0,,CJHMOJ_01540,,,,,,,,,,,
group_2496,,hypothetical protein,1,1,1.0,1,3882,,,,222,222,222.0,,,,,,,,,,,,LOEDCI_09265,
group_2494,,Phage protein,1,1,1.0,1,3880,,,,222,222,222.0,,,,,JEILEN_12815,,,,,,,,
group_2492,,hypothetical protein,1,1,1.0,1,3878,,,,222,222,222.0,,,,,JEILEN_05440,,,,,,,,
group_2491,,hypothetical protein,1,1,1.0,1,3877,,,,222,222,222.0,,,,LIMHLO_00390,,,,,,,,,
group_2486,,Conjugal transfer protein,1,1,1.0,1,3872,,,,222,222,222.0,FHNNJA_00660,,,,,,,,,,,,
group_2485,,hypothetical protein,1,1,1.0,1,3871,,,,225,225,225.0,,,,,,,,,,,,LOEDCI_00420,
group_2473,,hypothetical protein,1,1,1.0,1,3859,,,,225,225,225.0,,CJHMOJ_11700,,,,,,,,,,,
group_2472,,Peptide methionine sulfoxide reductase domain protein,1,1,1.0,1,3858,,,,225,225,225.0,,CJHMOJ_01605,,,,,,,,,,,
group_2471,,Uncharacterized protein gp19,1,1,1.0,1,3857,,,,225,225,225.0,,CJHMOJ_01485,,,,,,,,,,,
group_2470,,Bacteriocin-type signal sequence,1,1,1.0,1,3856,,,,225,225,225.0,FHNNJA_14640,,,,,,,,,,,,
group_2467,,hypothetical protein,1,1,1.0,1,3853,,,,225,225,225.0,FHNNJA_10290,,,,,,,,,,,,
group_2466,,hypothetical protein,1,1,1.0,1,3852,,,,225,225,225.0,FHNNJA_10225,,,,,,,,,,,,
prgF,prgF,PrgF,1,1,1.0,1,3848,,,,228,228,228.0,,CJHMOJ_14705,,,,,,,,,,,
group_2457,,HTH cro/C1-type domain-containing protein,1,1,1.0,1,3842,,,,231,231,231.0,,,,,JEILEN_14720,,,,,,,,
group_2456,,Coenzyme F420 hydrogenase domain protein,1,1,1.0,1,3841,,,,231,231,231.0,,,,,JEILEN_12925,,,,,,,,
yozG,yozG,DNA-binding transcriptional regulator XRE family,1,1,1.0,1,3828,,,,231,231,231.0,FHNNJA_01600,,,,,,,,,,,,
group_2444,,ORF8,1,1,1.0,1,3826,,,,231,231,231.0,FHNNJA_00730,,,,,,,,,,,,
group_2442,,Export ABC transporter permease protein,1,1,1.0,1,3824,,,,234,234,234.0,,,,,JEILEN_10570,,,,,,,,
group_2441,,Transposase,1,1,1.0,1,3823,,,,234,234,234.0,,,,,JEILEN_00155,,,,,,,,
group_2440,copZ,Copper chaperone CopZ,1,1,1.0,1,3822,,,,234,234,234.0,,,,LIMHLO_12545,,,,,,,,,
group_2437,,Phage protein,1,1,1.0,1,3819,,,,234,234,234.0,,CJHMOJ_11620,,,,,,,,,,,
group_2436,,hypothetical protein,1,1,1.0,1,3818,,,,234,234,234.0,,CJHMOJ_11605,,,,,,,,,,,
group_2435,,Uncharacterized protein gp33,1,1,1.0,1,3817,,,,234,234,234.0,,CJHMOJ_11595,,,,,,,,,,,
group_2421,,hypothetical protein,1,1,1.0,1,3800,,,,240,240,240.0,,,,,JEILEN_12965,,,,,,,,
group_2413,,hypothetical protein,1,1,1.0,1,3790,,,,243,243,243.0,,,,LIMHLO_10590,,,,,,,,,
group_2411,,Uncharacterized protein gp16,1,1,1.0,1,3788,,,,243,243,243.0,,CJHMOJ_01470,,,,,,,,,,,
group_2409,,hypothetical protein,1,1,1.0,1,3784,,,,246,246,246.0,,,,,,,,,,,,LOEDCI_04465,
group_2405,,aminoglycoside 6-adenylyltransferase,1,1,1.0,1,3780,,,,246,246,246.0,,,,,JEILEN_08020,,,,,,,,
prgM,prgM,PrgM,1,1,1.0,1,3776,,,,246,246,246.0,,CJHMOJ_14740,,,,,,,,,,,
group_2402,hipB,Transcriptional regulator contains XRE-family HTH domain,1,1,1.0,1,3775,,,,246,246,246.0,FHNNJA_14610,,,,,,,,,,,,
pqqD,pqqD,PqqD family peptide modification chaperone,1,1,1.0,1,3771,,,,249,249,249.0,,,,,JEILEN_10770,,,,,,,,
group_2400,,hypothetical protein,1,1,1.0,1,3770,,,,249,249,249.0,,,,LIMHLO_10620,,,,,,,,,
group_2388,,2TM domain-containing protein,1,1,1.0,1,3757,,,,252,252,252.0,FHNNJA_14685,,,,,,,,,,,,
group_2384,,Transposase,1,1,1.0,1,3752,,,,255,255,255.0,,,,LIMHLO_12640,,,,,,,,,
group_2381,,hypothetical protein,1,1,1.0,1,3749,,,,255,255,255.0,,CJHMOJ_11685,,,,,,,,,,,
group_2380,,Holin,1,1,1.0,1,3748,,,,255,255,255.0,,CJHMOJ_01635,,,,,,,,,,,
group_2376,tnp,IS3 family ISWci2 transposase ORF A,1,1,1.0,1,3744,,,,261,261,261.0,,,,LIMHLO_12590,,,,,,,,,
group_2375,,hypothetical protein,1,1,1.0,1,3743,,,,261,261,261.0,,,,LIMHLO_00715,,,,,,,,,
group_2372,yopX,YopX protein domain-containing protein,1,1,1.0,1,3740,,,,261,261,261.0,,CJHMOJ_11610,,,,,,,,,,,
group_2368,,Helix-turn-helix transcriptional regulator,1,1,1.0,1,3732,,,,267,267,267.0,,,,,,,,PMCJLP_14360,,,,,
group_2367,copG,CopG family transcriptional regulator,1,1,1.0,1,3731,,,,267,267,267.0,,,,LIMHLO_12600,,,,,,,,,
group_2363,,DUF1642 domain-containing protein,1,1,1.0,1,3725,,,,267,267,267.0,FHNNJA_10285,,,,,,,,,,,,
group_2361,,Phage tail tape measure protein,1,1,1.0,1,3721,,,,267,267,267.0,FHNNJA_00840,,,,,,,,,,,,
group_2360,,Phage protein,1,1,1.0,1,3720,,,,270,270,270.0,,,,,,,,,,,,LOEDCI_10305,
group_2357,,HTH merR-type domain-containing protein,1,1,1.0,1,3717,,,,270,270,270.0,,,,,JEILEN_13070,,,,,,,,
group_2356,,hypothetical protein,1,1,1.0,1,3716,,,,270,270,270.0,,,,LIMHLO_10610,,,,,,,,,
group_2352,merR,MerR family transcriptional regulator,1,1,1.0,1,3712,,,,270,270,270.0,,CJHMOJ_11725,,,,,,,,,,,
group_2351,,hypothetical protein,1,1,1.0,1,3711,,,,270,270,270.0,,CJHMOJ_11660,,,,,,,,,,,
group_2349,,Transglycosylase,1,1,1.0,1,3707,,,,270,270,270.0,FHNNJA_05255,,,,,,,,,,,,
group_2343,,Excisionase,1,1,1.0,1,3699,,,,273,273,273.0,,CJHMOJ_01420,,,,,,,,,,,
group_2342,,DUF805 domain-containing protein,1,1,1.0,1,3698,,,,273,273,273.0,FHNNJA_15040,,,,,,,,,,,,
prgS,prgS,PrgS protein,1,1,1.0,1,3697,,,,273,273,273.0,FHNNJA_14740,,,,,,,,,,,,
group_2340,,Helix-turn-helix domain-containing protein,1,1,1.0,1,3695,,,,276,276,276.0,,,,,,,,,,,,LOEDCI_10930,
group_2334,,hypothetical protein,1,1,1.0,1,3689,,,,276,276,276.0,,,,,JEILEN_05485,,,,,,,,
group_2330,,PTS galactitol transporter subunit IIB,1,1,1.0,1,3680,,,,279,279,279.0,,,,,,,,,,,,LOEDCI_10860,
group_2329,,Phage protein,1,1,1.0,1,3679,,,,279,279,279.0,,,,,,,,,,,,LOEDCI_10295,
group_2328,,PTS EIIB type-2 domain-containing protein,1,1,1.0,1,3678,,,,279,279,279.0,,,,,,,,PMCJLP_14395,,,,,
group_2321,,Toxin-antitoxin system antitoxin component ribbon-helix-helix domain protein,1,1,1.0,1,3671,,,,279,279,279.0,,,,,JEILEN_00625,,,,,,,,
group_2320,,hypothetical protein,1,1,1.0,1,3670,,,,279,279,279.0,,,,LIMHLO_03495,,,,,,,,,
group_2315,,Lipoprotein,1,1,1.0,1,3664,,,,282,282,282.0,,,,,,,,,,,,LOEDCI_02320,
group_2309,,Phage gp6-like head-tail connector protein,1,1,1.0,1,3658,,,,282,282,282.0,,CJHMOJ_11545,,,,,,,,,,,
group_2307,,Helix-turn-helix domain-containing protein,1,1,1.0,1,3656,,,,285,285,285.0,,,,,JEILEN_12380,,,,,,,,
group_2306,,hypothetical protein,1,1,1.0,1,3655,,,,285,285,285.0,,,,LIMHLO_12580,,,,,,,,,
group_2305,,hypothetical protein,1,1,1.0,1,3654,,,,285,285,285.0,,,,LIMHLO_03485,,,,,,,,,
group_2299,,Phage protein,1,1,1.0,1,3645,,,,288,288,288.0,,,,,JEILEN_00630,,,,,,,,
group_2298,,hypothetical protein,1,1,1.0,1,3644,,,,288,288,288.0,,,,LIMHLO_10545,,,,,,,,,
group_2297,,Phage gp6-like head-tail connector protein,1,1,1.0,1,3643,,,,288,288,288.0,,,,LIMHLO_10515,,,,,,,,,
group_2294,,Collagen triple helix repeat protein,1,1,1.0,1,3640,,,,288,288,288.0,,CJHMOJ_11490,,,,,,,,,,,
group_2292,,hypothetical protein,1,1,1.0,1,3638,,,,288,288,288.0,,CJHMOJ_04760,,,,,,,,,,,
group_2291,,hypothetical protein,1,1,1.0,1,3637,,,,288,288,288.0,FHNNJA_14660,,,,,,,,,,,,
group_2284,,Lmo1110 protein,1,1,1.0,1,3627,,,,291,291,291.0,FHNNJA_00655,,,,,,,,,,,,
group_2281,,VRR-NUC domain-containing protein,1,1,1.0,1,3624,,,,294,294,294.0,,,,LIMHLO_10600,,,,,,,,,
group_2275,,Transposase,1,1,1.0,1,3617,,,,297,297,297.0,,,,LIMHLO_11870,,,,,,,,,
prgG,prgG,Type III secretion system protein PrgG,1,1,1.0,1,3615,,,,297,297,297.0,,CJHMOJ_14710,,,,,,,,,,,
group_2271,,Phage protein,1,1,1.0,1,3612,,,,297,297,297.0,FHNNJA_06710,,,,,,,,,,,,
group_2268,cas2,CRISPR-associated endonuclease Cas2,1,1,1.0,1,3608,,,,300,300,300.0,,,,LIMHLO_07035,,,,,,,,,
group_2264,,DUF1507 domain-containing protein,1,1,1.0,1,3604,,,,300,300,300.0,,CJHMOJ_11705,,,,,,,,,,,
group_2263,,Uncharacterized protein gp37,1,1,1.0,1,3603,,,,300,300,300.0,,CJHMOJ_01560,,,,,,,,,,,
group_2260,,MazG-like family protein,1,1,1.0,1,3599,,,,300,300,300.0,FHNNJA_05165,,,,,,,,,,,,
group_2257,,NrdH-redoxin,1,1,1.0,1,3596,,,,303,303,303.0,,,,,JEILEN_12915,,,,,,,,
group_2254,,hypothetical protein,1,1,1.0,1,3592,,,,303,303,303.0,FHNNJA_10350,,,,,,,,,,,,
group_2253,,hypothetical protein,1,1,1.0,1,3591,,,,303,303,303.0,FHNNJA_10300,,,,,,,,,,,,
group_2250,,hypothetical protein,1,1,1.0,1,3585,,,,306,306,306.0,,,,,JEILEN_05515,,,,,,,,
group_2240,,Phage protein,1,1,1.0,1,3570,,,,309,309,309.0,,CJHMOJ_04750,,,,,,,,,,,
group_2239,mazG,MazG nucleotide pyrophosphohydrolase domain protein,1,1,1.0,1,3567,,,,309,309,309.0,FHNNJA_10325,,,,,,,,,,,,
group_2238,,hypothetical protein,1,1,1.0,1,3566,,,,309,309,309.0,FHNNJA_01595,,,,,,,,,,,,
group_2237,,PTS system Fru family IIB component,1,1,1.0,1,3564,,,,312,312,312.0,,,,,,,,,,,,LOEDCI_10815,
group_2235,,Ribosomal protein,1,1,1.0,1,3562,,,,312,312,312.0,,,,,JEILEN_12225,,,,,,,,
group_2234,,hypothetical protein,1,1,1.0,1,3561,,,,312,312,312.0,,,,,JEILEN_00605,,,,,,,,
group_2226,,DNA-binding protein,1,1,1.0,1,3547,,,,315,315,315.0,,,,,JEILEN_00560,,,,,,,,
group_2225,,hypothetical protein,1,1,1.0,1,3546,,,,315,315,315.0,,,,LIMHLO_03490,,,,,,,,,
group_2215,,hypothetical protein,1,1,1.0,1,3535,,,,315,315,315.0,FHNNJA_02240,,,,,,,,,,,,
group_2214,,hypothetical protein,1,1,1.0,1,3534,,,,315,315,315.0,FHNNJA_00835,,,,,,,,,,,,
group_2213,,Conjugative transposon protein,1,1,1.0,1,3533,,,,315,315,315.0,FHNNJA_00630,,,,,,,,,,,,
group_2211,,Gp2,1,1,1.0,1,3530,,,,318,318,318.0,,,,,JEILEN_05325,,,,,,,,
group_2205,,DUF2977 domain-containing protein,1,1,1.0,1,3522,,,,321,321,321.0,,,,LIMHLO_10460,,,,,,,,,
group_2203,,VRR-NUC domain-containing protein,1,1,1.0,1,3520,,,,321,321,321.0,,CJHMOJ_01510,,,,,,,,,,,
group_2201,,putative protein,1,1,1.0,1,3517,,,,321,321,321.0,FHNNJA_05190,,,,,,,,,,,,
group_2200,,hypothetical protein,1,1,1.0,1,3516,,,,324,324,324.0,,,,,,,,,,,,LOEDCI_11455,
group_2199,,hypothetical protein,1,1,1.0,1,3514,,,,324,324,324.0,,,,,JEILEN_13035,,,,,,,,
group_2198,,DUF5406 domain-containing protein,1,1,1.0,1,3513,,,,324,324,324.0,,,,,JEILEN_00575,,,,,,,,
group_2197,emrE,Multidrug/cation transporter EmrE family,1,1,1.0,1,3512,,,,324,324,324.0,,,,LIMHLO_12575,,,,,,,,,
group_2196,,DNA-binding helix-turn-helix protein,1,1,1.0,1,3511,,,,324,324,324.0,,,,LIMHLO_10635,,,,,,,,,
group_2191,,DNA-directed RNA polymerase subunit delta,1,1,1.0,1,3504,,,,324,324,324.0,FHNNJA_05205,,,,,,,,,,,,
group_2190,,DUF1310 domain-containing protein,1,1,1.0,1,3502,,,,327,327,327.0,,,,,,,,,,,,LOEDCI_10905,
group_2189,,Phage tail protein,1,1,1.0,1,3501,,,,327,327,327.0,,,,,,,,,,,,LOEDCI_10755,
group_2188,,hypothetical protein,1,1,1.0,1,3500,,,,327,327,327.0,,,,,,,,,,,,LOEDCI_04460,
group_2187,,Minor capsid protein,1,1,1.0,1,3499,,,,327,327,327.0,,,,,,,,,,,,LOEDCI_00500,
group_2182,,phage head closure protein,1,1,1.0,1,3494,,,,327,327,327.0,,,,LIMHLO_10510,,,,,,,,,
group_2179,,phage head closure protein,1,1,1.0,1,3491,,,,327,327,327.0,,CJHMOJ_11540,,,,,,,,,,,
group_2176,yhdJ,adenine-specific DNA-methyltransferase,1,1,1.0,1,3488,,,,330,330,330.0,,,,,JEILEN_14700,,,,,,,,
group_2175,,Lipoprotein,1,1,1.0,1,3487,,,,330,330,330.0,,,,,JEILEN_13095,,,,,,,,
group_2173,,DUF771 domain-containing protein,1,1,1.0,1,3485,,,,330,330,330.0,,,,,JEILEN_05345,,,,,,,,
group_2171,,Uncharacterized protein gp17,1,1,1.0,1,3483,,,,330,330,330.0,,CJHMOJ_01475,,,,,,,,,,,
group_2169,,hypothetical protein,1,1,1.0,1,3479,,,,330,330,330.0,FHNNJA_01585,,,,,,,,,,,,
group_2168,deoR,DeoR C-terminal sensor domain-containing protein,1,1,1.0,1,3478,,,,333,333,333.0,,,,,,,,,,,,LOEDCI_10835,
group_2167,,Phage protein,1,1,1.0,1,3477,,,,333,333,333.0,,,,,,,,,,,,LOEDCI_10275,
group_2164,hipB,Transcriptional regulator contains XRE-family HTH domain,1,1,1.0,1,3474,,,,333,333,333.0,,,,,JEILEN_09535,,,,,,,,
group_2162,mJ0435,putative nucleotidyltransferase MJ0435,1,1,1.0,1,3472,,,,333,333,333.0,,,,,JEILEN_00610,,,,,,,,
group_2159,,Toxin-antitoxin system antitoxin component Xre family,1,1,1.0,1,3468,,,,333,333,333.0,,CJHMOJ_11735,,,,,,,,,,,
group_2158,,Phage protein,1,1,1.0,1,3467,,,,333,333,333.0,,CJHMOJ_11625,,,,,,,,,,,
group_2157,,Phage protein,1,1,1.0,1,3466,,,,333,333,333.0,,CJHMOJ_11535,,,,,,,,,,,
group_2155,,Head-tail connector domain protein,1,1,1.0,1,3464,,,,333,333,333.0,FHNNJA_05275,,,,,,,,,,,,
group_2154,,Phage protein,1,1,1.0,1,3463,,,,333,333,333.0,FHNNJA_05260,,,,,,,,,,,,
group_2153,,Cro/Cl family transcriptional regulator,1,1,1.0,1,3461,,,,336,336,336.0,,,,,,,,,,,,,FNCLAJ_09005
group_2152,,Helix-turn-helix domain-containing protein,1,1,1.0,1,3460,,,,336,336,336.0,,,,,,,,,,,,LOEDCI_10920,
group_2148,,Phage protein,1,1,1.0,1,3456,,,,336,336,336.0,,,,,JEILEN_12985,,,,,,,,
group_2147,,Roadblock/LAMTOR2 domain-containing protein,1,1,1.0,1,3455,,,,336,336,336.0,,,,,JEILEN_12345,,,,,,,,
group_2145,,Uncharacterized protein gp36,1,1,1.0,1,3452,,,,336,336,336.0,,CJHMOJ_01555,,,,,,,,,,,
group_2139,,Phage protein,1,1,1.0,1,3445,,,,336,336,336.0,FHNNJA_05200,,,,,,,,,,,,
group_2136,,head-tail adaptor,1,1,1.0,1,3442,,,,339,339,339.0,,,,,JEILEN_12205,,,,,,,,
group_2133,,Phage protein,1,1,1.0,1,3439,,,,339,339,339.0,,,,LIMHLO_10505,,,,,,,,,
group_2129,,Uncharacterized protein gp42,1,1,1.0,1,3435,,,,339,339,339.0,,CJHMOJ_01580,,,,,,,,,,,
group_2128,,Bacteriocin,1,1,1.0,1,3434,,,,339,339,339.0,FHNNJA_15045,,,,,,,,,,,,
group_2126,,Phage protein,1,1,1.0,1,3430,,,,342,342,342.0,,,,,,,,,,,,LOEDCI_10285,
group_2125,,Minor capsid protein,1,1,1.0,1,3429,,,,342,342,342.0,,,,,,,,,,,,LOEDCI_00495,
group_2124,,Uncharacterized protein gp50,1,1,1.0,1,3428,,,,342,342,342.0,,,,,JEILEN_12200,,,,,,,,
group_2123,,HK97-gp10 family putative phage morphogenesis protein,1,1,1.0,1,3427,,,,342,342,342.0,,,,,JEILEN_05490,,,,,,,,
bacB,bacB,BacB,1,1,1.0,1,3426,,,,342,342,342.0,,,,LIMHLO_12725,,,,,,,,,
group_2116,,LPXTG cell wall anchor domain-containing protein,1,1,1.0,1,3416,,,,345,345,345.0,,,,LIMHLO_04805,,,,,,,,,
group_2109,irrE,IrrE N-terminal-like domain-containing protein,1,1,1.0,1,3409,,,,345,345,345.0,,CJHMOJ_11740,,,,,,,,,,,
group_2104,,DNA-binding helix-turn-helix protein,1,1,1.0,1,3403,,,,345,345,345.0,FHNNJA_10400,,,,,,,,,,,,
group_2098,,DNA-binding helix-turn-helix protein,1,1,1.0,1,3396,,,,348,348,348.0,,,,,JEILEN_13080,,,,,,,,
group_2097,,DUF771 domain-containing protein,1,1,1.0,1,3395,,,,348,348,348.0,FHNNJA_10390,,,,,,,,,,,,
group_2094,,phage head-tail connector protein,1,1,1.0,1,3388,,,,351,351,351.0,,,,,JEILEN_05480,,,,,,,,
group_2090,,SH3b domain-containing protein,1,1,1.0,1,3384,,,,351,351,351.0,FHNNJA_14675,,,,,,,,,,,,
group_2086,,IS6 family transposase,1,1,1.0,1,3376,,,,354,354,354.0,,,,LIMHLO_12535,,,,,,,,,
group_2085,mobC,plasmid mobilization relaxosome protein MobC,1,1,1.0,1,3375,,,,354,354,354.0,,CJHMOJ_14785,,,,,,,,,,,
group_2084,prgI,PrgI family protein,1,1,1.0,1,3374,,,,354,354,354.0,,CJHMOJ_14720,,,,,,,,,,,
group_2083,,Phage protein,1,1,1.0,1,3373,,,,354,354,354.0,,CJHMOJ_01415,,,,,,,,,,,
group_2082,,SMODS and SLOG-associating 2TM effector domain-containing protein,1,1,1.0,1,3372,,,,354,354,354.0,FHNNJA_14155,,,,,,,,,,,,
group_2080,,Putative DNA-binding domain-containing protein,1,1,1.0,1,3369,,,,354,354,354.0,FHNNJA_00720,,,,,,,,,,,,
relE,relE,Toxin-antitoxin system toxin component RelE family,1,1,1.0,1,3368,,,,357,357,357.0,,,,,,,,PMCJLP_14365,,,,,
group_2075,,Cation:proton antiporter,1,1,1.0,1,3363,,,,357,357,357.0,,,,,JEILEN_02045,,,,,,,,
mobC,mobC,MobC family plasmid mobilization relaxosome protein,1,1,1.0,1,3362,,,,357,357,357.0,,,,LIMHLO_12695,,,,,,,,,
group_2073,,HK97-gp10 family putative phage morphogenesis protein,1,1,1.0,1,3360,,,,357,357,357.0,,CJHMOJ_11530,,,,,,,,,,,
group_2067,,Uncharacterized protein gp55,1,1,1.0,1,3349,,,,360,360,360.0,,,,,JEILEN_12175,,,,,,,,
group_2062,,Primase C-terminal 2 domain-containing protein,1,1,1.0,1,3342,,,,363,363,363.0,,,,,JEILEN_12280,,,,,,,,
group_2061,,Uncharacterized protein gp52,1,1,1.0,1,3341,,,,363,363,363.0,,,,,JEILEN_12190,,,,,,,,
group_2060,,HK97-gp10 family putative phage morphogenesis protein,1,1,1.0,1,3340,,,,363,363,363.0,,,,LIMHLO_10500,,,,,,,,,
group_2057,hipB,Transcriptional regulator contains XRE-family HTH domain,1,1,1.0,1,3336,,,,363,363,363.0,,CJHMOJ_01405,,,,,,,,,,,
group_2050,,Zinc-ribbon domain-containing protein,1,1,1.0,1,3328,,,,366,366,366.0,,,,,,,,,,,,LOEDCI_10910,
group_2049,,hypothetical protein,1,1,1.0,1,3327,,,,366,366,366.0,,,,,,,,,,,,LOEDCI_10385,
group_2048,,Uncharacterized protein gp57,1,1,1.0,1,3326,,,,366,366,366.0,,,,,JEILEN_12165,,,,,,,,
group_2047,,ABC transporter domain-containing protein,1,1,1.0,1,3325,,,,366,366,366.0,,,,,JEILEN_10575,,,,,,,,
group_2043,,hypothetical protein,1,1,1.0,1,3321,,,,366,366,366.0,FHNNJA_10255,,,,,,,,,,,,
group_2041,,hypothetical protein,1,1,1.0,1,3318,,,,369,369,369.0,,,,,JEILEN_12245,,,,,,,,
group_2040,hEPN,HEPN domain protein putative toxin of MNT-HEPN system,1,1,1.0,1,3317,,,,369,369,369.0,,,,,JEILEN_00615,,,,,,,,
group_2039,,Helix-turn-helix transcriptional regulator,1,1,1.0,1,3316,,,,369,369,369.0,,,,,JEILEN_00540,,,,,,,,
group_2038,,LPXTG cell wall anchor domain-containing protein,1,1,1.0,1,3315,,,,369,369,369.0,,,,LIMHLO_12000,,,,,,,,,
group_2035,,YokE-like PH domain-containing protein,1,1,1.0,1,3312,,,,369,369,369.0,,CJHMOJ_04855,,,,,,,,,,,
group_2033,,ASCH domain-containing protein,1,1,1.0,1,3310,,,,369,369,369.0,FHNNJA_04810,,,,,,,,,,,,
group_2022,,HNH endonuclease domain protein,1,1,1.0,1,3295,,,,375,375,375.0,,CJHMOJ_11575,,,,,,,,,,,
yorD,yorD,Bacteriophage SP-beta YorD domain-containing protein,1,1,1.0,1,3294,,,,375,375,375.0,,CJHMOJ_11480,,,,,,,,,,,
group_2018,,Tyr recombinase domain-containing protein,1,1,1.0,1,3289,,,,375,375,375.0,FHNNJA_01565,,,,,,,,,,,,
group_2017,,hypothetical protein,1,1,1.0,1,3288,,,,378,378,378.0,,,,LIMHLO_08620,,,,,,,,,
group_2015,prgU,PrgU,1,1,1.0,1,3286,,,,378,378,378.0,,CJHMOJ_14685,,,,,,,,,,,
group_2013,,DUF961 domain-containing protein,1,1,1.0,1,3282,,,,378,378,378.0,FHNNJA_00635,,,,,,,,,,,,
group_2010,yopX,YopX protein domain-containing protein,1,1,1.0,1,3278,,,,381,381,381.0,,,,,JEILEN_12990,,,,,,,,
group_2006,,hypothetical protein,1,1,1.0,1,3274,,,,381,381,381.0,,CJHMOJ_04795,,,,,,,,,,,
group_2005,prgR,Type III secretion system protein PrgR,1,1,1.0,1,3273,,,,381,381,381.0,FHNNJA_14815,,,,,,,,,,,,
prgR,prgR,Type III secretion system protein PrgR,1,1,1.0,1,3272,,,,381,381,381.0,FHNNJA_14735,,,,,,,,,,,,
group_2002,,Transcriptional regulator,1,1,1.0,1,3268,,,,381,381,381.0,FHNNJA_03155,,,,,,,,,,,,
group_1997,,Phage protein,1,1,1.0,1,3262,,,,384,384,384.0,,CJHMOJ_01590,,,,,,,,,,,
group_1982,,hypothetical protein,1,1,1.0,1,3245,,,,390,390,390.0,,,,,JEILEN_12125,,,,,,,,
group_1980,,DUF3221 domain-containing protein,1,1,1.0,1,3243,,,,390,390,390.0,,,,,JEILEN_00580,,,,,,,,
group_1968,,DUF3168 domain-containing protein,1,1,1.0,1,3229,,,,393,393,393.0,,,,,JEILEN_05495,,,,,,,,
group_1967,,helix-turn-helix transcriptional regulator,1,1,1.0,1,3228,,,,393,393,393.0,,,,,JEILEN_05335,,,,,,,,
group_1966,,hypothetical protein,1,1,1.0,1,3226,,,,396,396,396.0,,,,,,,,,,,,LOEDCI_00575,
group_1964,,tail assembly chaperone,1,1,1.0,1,3224,,,,396,396,396.0,,,,,JEILEN_05510,,,,,,,,
group_1963,rusA,Crossover junction endodeoxyribonuclease RusA,1,1,1.0,1,3223,,,,396,396,396.0,,,,,JEILEN_05435,,,,,,,,
group_1962,,hypothetical protein,1,1,1.0,1,3222,,,,396,396,396.0,,,,LIMHLO_10615,,,,,,,,,
group_1960,,Conjugal transfer protein,1,1,1.0,1,3216,,,,396,396,396.0,FHNNJA_00680,,,,,,,,,,,,
group_1958,,Capsid protein,1,1,1.0,1,3214,,,,399,399,399.0,,,,,,,,,,,,LOEDCI_00505,
group_1955,,Lipoprotein,1,1,1.0,1,3210,,,,399,399,399.0,,CJHMOJ_11745,,,,,,,,,,,
group_1953,tagD,glycerol-3-phosphate cytidylyltransferase,1,1,1.0,1,3207,,,,399,399,399.0,FHNNJA_05540,,,,,,,,,,,,
group_1950,,DUF1310 domain-containing protein,1,1,1.0,1,3202,,,,399,399,399.0,FHNNJA_00825,,,,,,,,,,,,
group_1949,,DUF1310 domain-containing protein,1,1,1.0,1,3201,,,,399,399,399.0,FHNNJA_00815,,,,,,,,,,,,
group_1943,,Phage protein,1,1,1.0,1,3192,,,,405,405,405.0,,,,,,,,,,,,LOEDCI_00490,
group_1940,yopX,YopX protein domain-containing protein,1,1,1.0,1,3189,,,,405,405,405.0,,,,,JEILEN_12285,,,,,,,,
group_1939,,TIGR04086 family membrane protein,1,1,1.0,1,3188,,,,405,405,405.0,,,,,JEILEN_00660,,,,,,,,
group_1938,,Cobalamin ECF transporter,1,1,1.0,1,3187,,,,405,405,405.0,,,,LIMHLO_12515,,,,,,,,,
group_1933,,Thioredoxin domain-containing protein,1,1,1.0,1,3182,,,,405,405,405.0,FHNNJA_14630,,,,,,,,,,,,
group_1926,,Rho termination factor N-terminal domain-containing protein,1,1,1.0,1,3175,,,,408,408,408.0,,CJHMOJ_11580,,,,,,,,,,,
group_1924,yopX,YopX protein domain-containing protein,1,1,1.0,1,3171,,,,411,411,411.0,,,,,,,,,,,,LOEDCI_10400,
group_1922,,ImmA/IrrE family metallo-endopeptidase,1,1,1.0,1,3169,,,,411,411,411.0,,,,,JEILEN_13085,,,,,,,,
group_1920,,Uncharacterized protein gp54,1,1,1.0,1,3167,,,,411,411,411.0,,,,,JEILEN_12180,,,,,,,,
group_1915,yhdJ,adenine-specific DNA-methyltransferase,1,1,1.0,1,3161,,,,414,414,414.0,,,,,JEILEN_14705,,,,,,,,
group_1914,,Sigma-70 family RNA polymerase sigma factor,1,1,1.0,1,3158,,,,417,417,417.0,,,,LIMHLO_10550,,,,,,,,,
group_1913,,Phage protein,1,1,1.0,1,3157,,,,417,417,417.0,,,,LIMHLO_10490,,,,,,,,,
