Gene,Non-unique Gene name,Annotation,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_2934,tnp,IS6 family IS1216E transposase,,,,,,,PEDMFB_01615,,MIJGKE_01615,JCNBHB_01615,CGGMPE_01615,,
group_2933,tnp,IS6 family IS1216E transposase,,,,,,,PEDMFB_01595,,MIJGKE_01595,JCNBHB_01595,CGGMPE_01595,,
group_2932,tnp,IS6 family IS1216E transposase,,,,,,,PEDMFB_01515,,MIJGKE_01515,JCNBHB_01515,CGGMPE_01515,,
group_2931,tnp,IS6 family IS1216E transposase,,,,,,,PEDMFB_01475,,MIJGKE_01475,JCNBHB_01475,CGGMPE_01475,,
group_2925,,AI-2E family transporter,,,,,,,PEDMFB_12635,,MIJGKE_12565,JCNBHB_12575,CGGMPE_12275,,
group_2924,,hypothetical protein,,,,,,,PEDMFB_12645,,MIJGKE_12575,JCNBHB_12585,CGGMPE_12285,,
group_2916,,DUF3892 domain-containing protein,,,,,,,PEDMFB_12610,,MIJGKE_12540,JCNBHB_12550,CGGMPE_12250,,
group_2914,,IS256 family transposase,,,,,,,PEDMFB_12615,,MIJGKE_12545,JCNBHB_12555,CGGMPE_12255,,
group_2913,,Cell surface protein,,,,,,,PEDMFB_12630,,MIJGKE_12560,JCNBHB_12570,CGGMPE_12270,,
group_2907,tnp,IS6 family transposase,,,,,,,PEDMFB_12640,,MIJGKE_12570,JCNBHB_12580,CGGMPE_12280,,
group_2906,,Tn3 family transposase,,CJHMOJ_14420,HCJMML_15140,,,JBIPMC_15240,,,,,,,FNCLAJ_14825
group_2905,,Recombinase,,CJHMOJ_14415,HCJMML_15145,,,JBIPMC_15245,,,,,,,FNCLAJ_14820
group_2896,dinP,Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair,FHNNJA_15125,,,,JEILEN_15650,,,PMCJLP_14460,,,,,FNCLAJ_15045
group_2892,prgI,PrgI family protein,FHNNJA_14200,,HCJMML_02090,,JEILEN_02185,JBIPMC_02105,,,,,,,
group_2891,ftsL,Cell division protein FtsL,FHNNJA_14195,,HCJMML_02085,,JEILEN_02180,JBIPMC_02100,,,,,,,
group_2890,dnaD,DnaD domain protein,FHNNJA_14190,,HCJMML_02080,,JEILEN_02175,JBIPMC_02095,,,,,,,
group_2889,,Thioredoxin domain-containing protein,FHNNJA_14185,,HCJMML_02075,,JEILEN_02170,JBIPMC_02090,,,,,,,
group_2888,,Gram-positive cocci surface proteins LPxTG domain-containing protein,FHNNJA_14170,,HCJMML_02060,,JEILEN_02155,JBIPMC_02075,,,,,,,
group_2886,,Orf6 protein,FHNNJA_14160,,HCJMML_02050,,4_refound_25,JBIPMC_02065,,,,,,,
group_2885,pfoR,Membrane regulatory protein PfoR PTS_EIIC_2 domain (does not regulate perfringolysin expression),,,,,,,PEDMFB_12620,,MIJGKE_12550,JCNBHB_12560,CGGMPE_12260,,
group_2884,panE,Ketopantoate reductase,,,,,,,PEDMFB_12625,,MIJGKE_12555,JCNBHB_12565,CGGMPE_12265,,
group_2881,uvrC,UvrC family transcriptional regulator,FHNNJA_12885,,,,,,,PMCJLP_02140,,,,LOEDCI_02510,FNCLAJ_02140
group_2871,tnp,IS30 family IS6770 transposase,,CJHMOJ_09730,,,,,,PMCJLP_09580,,,,LOEDCI_11375,FNCLAJ_09850
group_2789,,K+-transporting ATPase F subunit,,,,,,,PEDMFB_13185,,MIJGKE_13115,JCNBHB_13125,CGGMPE_12825,,
group_2781,,hypothetical protein,FHNNJA_00570,1_refound_5,,,,,,PMCJLP_00555,,,,,FNCLAJ_00555
group_2778,,hypothetical protein,,,,,,,PEDMFB_01540,,MIJGKE_01540,JCNBHB_01540,CGGMPE_01540,,
group_2776,,hypothetical protein,FHNNJA_00595,CJHMOJ_00575,,,,,,PMCJLP_00585,,,,,FNCLAJ_00585
group_2773,,hypothetical protein,,,,,,,PEDMFB_02870,,MIJGKE_02870,JCNBHB_02870,CGGMPE_02870,,
group_2760,radC,DNA repair protein RadC,,,,,,,PEDMFB_01550,,MIJGKE_01550,JCNBHB_01550,CGGMPE_01550,,
group_2754,,Phr family secreted Rap phosphatase inhibitor,,,,,,,PEDMFB_13450,,MIJGKE_13385,JCNBHB_13390,CGGMPE_13090,,
group_2748,,hypothetical protein,,,,,,,PEDMFB_13705,,MIJGKE_13640,JCNBHB_13645,CGGMPE_13345,,
group_2746,,hypothetical protein,FHNNJA_14315,CJHMOJ_14840,HCJMML_14965,,,JBIPMC_15065,,,,,,,
group_2741,,hypothetical protein,,,,,,,PEDMFB_12510,,MIJGKE_12510,JCNBHB_12520,CGGMPE_12220,,
group_2740,,Conjugal transfer protein,,,,,,,PEDMFB_12005,,MIJGKE_12005,JCNBHB_12015,CGGMPE_11715,,
group_2739,xkdX,XkdX family protein,,,,,,,PEDMFB_03100,,MIJGKE_03100,JCNBHB_03100,CGGMPE_03100,,
group_2736,,hypothetical protein,,,,,,,PEDMFB_02845,,MIJGKE_02845,JCNBHB_02845,CGGMPE_02845,,
group_2731,,Transposase mutator family protein,,,,,,,PEDMFB_01565,,MIJGKE_01565,JCNBHB_01565,CGGMPE_01565,,
group_2729,,hypothetical protein,,,HCJMML_15550,,JEILEN_15375,JBIPMC_15655,,,,,,,FNCLAJ_14555
group_2715,,Phr family secreted Rap phosphatase inhibitor,,,,,,,PEDMFB_13195,,MIJGKE_13125,JCNBHB_13135,CGGMPE_12835,,
group_2714,,hypothetical protein,,,,,,,PEDMFB_02860,,MIJGKE_02860,JCNBHB_02860,CGGMPE_02860,,
group_2708,,hypothetical protein,,,,,,,PEDMFB_00555,,MIJGKE_00555,JCNBHB_00555,CGGMPE_00555,,
group_2703,,hypothetical protein,,,,,,,PEDMFB_13405,,MIJGKE_13340,JCNBHB_13345,CGGMPE_13045,,
group_2702,,hypothetical protein,,,,,,,PEDMFB_13395,,MIJGKE_13330,JCNBHB_13335,CGGMPE_13035,,
group_2695,,Radical SAM/SPASM domain-containing protein,,CJHMOJ_02210,,,JEILEN_02825,,,PMCJLP_02590,,,,,FNCLAJ_02595
group_2690,,putative protein,,,,,,,PEDMFB_13470,,MIJGKE_13405,JCNBHB_13410,CGGMPE_13110,,
group_2688,,hypothetical protein,,,,,,,PEDMFB_03095,,MIJGKE_03095,JCNBHB_03095,CGGMPE_03095,,
group_2673,pcfM,PcfM protein,,CJHMOJ_14825,,LIMHLO_12660,JEILEN_15480,,,,,,,,FNCLAJ_14660
group_2672,rpmF,50S ribosomal protein L32,,CJHMOJ_08140,,,4_refound_22_pseudo,,,PMCJLP_08305,,,,,FNCLAJ_08300
group_2658,,hypothetical protein,,,,,,,PEDMFB_03010,,MIJGKE_03010,JCNBHB_03010,CGGMPE_03010,,
pepG1,pepG1,type I toxin-antitoxin system toxin PepG1,,,,,,,PEDMFB_14610,,MIJGKE_14545,JCNBHB_14550,CGGMPE_14250,,
group_2641,,4Fe-4S ferredoxin-type domain-containing protein,,,,,,,PEDMFB_13415,,MIJGKE_13350,JCNBHB_13355,CGGMPE_13055,,
group_2640,,HTH cro/C1-type domain-containing protein,,,,,,,PEDMFB_02835,,MIJGKE_02835,JCNBHB_02835,CGGMPE_02835,,
group_2629,,TPM domain-containing protein,,CJHMOJ_08170,,,JEILEN_08860,,,PMCJLP_08335,,,,,FNCLAJ_08330
tfoX,tfoX,TfoX C-terminal domain-containing protein,FHNNJA_12910,,,,,,,PMCJLP_02095,,,,LOEDCI_02480,FNCLAJ_02095
group_2621,,hypothetical protein,FHNNJA_14975,CJHMOJ_14495,,,,,,PMCJLP_14255,,,,,FNCLAJ_14920
hicA,hicA,Toxin HicA,,,HCJMML_15595,,JEILEN_15685,JBIPMC_15940,,PMCJLP_14500,,,,,
group_2597,,ABC transporter permease,,,,,,,PEDMFB_12115,,MIJGKE_12115,JCNBHB_12125,CGGMPE_11825,,
group_2592,,hypothetical protein,,,,,,,PEDMFB_01590,,MIJGKE_01590,JCNBHB_01590,CGGMPE_01590,,
group_2580,,Transposase putative,,,,,,,PEDMFB_02435,,MIJGKE_02435,JCNBHB_02435,CGGMPE_02435,,
group_2571,,hypothetical protein,,CJHMOJ_08165,,,JEILEN_08855,,,PMCJLP_08330,,,,,FNCLAJ_08325
group_2544,,Immunity protein,,CJHMOJ_08150,,,JEILEN_08830,,,PMCJLP_08315,,,,,FNCLAJ_08310
group_2539,,HTH cro/C1-type domain-containing protein,,,,,,,PEDMFB_03895,,MIJGKE_03895,JCNBHB_03895,CGGMPE_03895,,
group_2530,uvrB,DNA helicase UvrB,FHNNJA_12880,,,,,,,PMCJLP_02145,,,,LOEDCI_02515,FNCLAJ_02145
group_2524,,hypothetical protein,,,,,,,PEDMFB_01535,,MIJGKE_01535,JCNBHB_01535,CGGMPE_01535,,
group_2514,,Uncharacterized protein ORF10,,,,,,,PEDMFB_12205,,MIJGKE_12205,JCNBHB_12215,CGGMPE_11915,,
group_2513,,Phage protein,,,,,,,PEDMFB_10800,,MIJGKE_10800,JCNBHB_10810,,LOEDCI_00330,
group_2490,,Phage protein,,CJHMOJ_08655,HCJMML_09310,,,JBIPMC_09395,,,,,,LOEDCI_09165,
group_2482,,hypothetical protein,,,,,,,PEDMFB_02975,,MIJGKE_02975,JCNBHB_02975,CGGMPE_02975,,
group_2464,,hypothetical protein,,,,,,,PEDMFB_13420,,MIJGKE_13355,JCNBHB_13360,CGGMPE_13060,,
group_2458,,Transcription initiation factor TFIIIB,,,,,,,PEDMFB_12075,,MIJGKE_12075,JCNBHB_12085,CGGMPE_11785,,
group_2449,mazE,Antitoxin component MazE of the MazEF toxin-antitoxin module,,CJHMOJ_13875,,,JEILEN_14865,,,PMCJLP_13695,,,,,FNCLAJ_13965
group_2434,,phage holin,,CJHMOJ_08650,HCJMML_09305,,,JBIPMC_09390,,,,,,LOEDCI_09160,
group_2425,,Conjugal transfer protein,,,,,,,PEDMFB_12180,,MIJGKE_12180,JCNBHB_12190,CGGMPE_11890,,
group_2422,,hypothetical protein,,,,,,,PEDMFB_03920,,MIJGKE_03920,JCNBHB_03920,CGGMPE_03920,,
group_2416,,putative protein,,,,,,,PEDMFB_00530,,MIJGKE_00530,JCNBHB_00530,CGGMPE_00530,,
group_2410,,hypothetical protein,FHNNJA_12905,,,,,,,PMCJLP_02100,,,,LOEDCI_02485,FNCLAJ_02100
group_2408,,hypothetical protein,,,,,,,PEDMFB_13190,,MIJGKE_13120,JCNBHB_13130,CGGMPE_12830,,
group_2407,,hypothetical protein,,,,,,,PEDMFB_03000,,MIJGKE_03000,JCNBHB_03000,CGGMPE_03000,,
group_2391,,2TM domain-containing protein,,,,,,,PEDMFB_13445,,MIJGKE_13380,JCNBHB_13385,CGGMPE_13085,,
group_2386,,hypothetical protein,,,,,,,PEDMFB_01545,,MIJGKE_01545,JCNBHB_01545,CGGMPE_01545,,
group_2379,,RDD domain protein,,,,,,,PEDMFB_12105,,MIJGKE_12105,JCNBHB_12115,CGGMPE_11815,,
group_2377,,PTS sugar transporter subunit IIA,,,,,,,PEDMFB_13140,,MIJGKE_13070,JCNBHB_13080,CGGMPE_12780,,
group_2371,,hypothetical protein,FHNNJA_00370,CJHMOJ_00375,,,,,,PMCJLP_00375,,,,,FNCLAJ_00375
group_2359,merR,MerR family transcriptional regulator,,,,,,,PEDMFB_02840,,MIJGKE_02840,JCNBHB_02840,CGGMPE_02840,,
group_2355,,Transposase,,,HCJMML_15725,,JEILEN_15815,JBIPMC_15810,,PMCJLP_14630,,,,,
yukD,yukD,Type VII secretion protein YukD family,FHNNJA_08415,CJHMOJ_06010,,,,,,PMCJLP_06170,,,,,FNCLAJ_06175
group_2341,,hypothetical protein,FHNNJA_12875,,,,,,,PMCJLP_02150,,,,LOEDCI_02520,FNCLAJ_02150
group_2339,,hypothetical protein,,,,,,,PEDMFB_13205,,MIJGKE_13135,JCNBHB_13145,CGGMPE_12845,,
group_2338,,Phage protein,,,,,,,PEDMFB_12215,,MIJGKE_12215,JCNBHB_12225,CGGMPE_11925,,
group_2337,,DNA-binding helix-turn-helix protein,,,,,,,PEDMFB_02830,,MIJGKE_02830,JCNBHB_02830,CGGMPE_02830,,
group_2336,,Replication initiation protein,,,,,,,PEDMFB_01600,,MIJGKE_01600,JCNBHB_01600,CGGMPE_01600,,
group_2324,,IS6 family transposase,,,,,,,PEDMFB_01620,,MIJGKE_01620,JCNBHB_01620,CGGMPE_01620,,
group_2317,,hypothetical protein,FHNNJA_10720,CJHMOJ_03985,,,,,,PMCJLP_04285,,,,,FNCLAJ_04290
group_2293,,hypothetical protein,,CJHMOJ_08190,,,JEILEN_08880,,,PMCJLP_08355,,,,,FNCLAJ_08350
group_2288,,Conjugal transfer protein,,,,,,,PEDMFB_12195,,MIJGKE_12195,JCNBHB_12205,CGGMPE_11905,,
group_2283,cylI,CylI,,,,,,,PEDMFB_13215,,MIJGKE_13145,JCNBHB_13155,CGGMPE_12855,,
group_2282,,EF0086,,,,,,,PEDMFB_13200,,MIJGKE_13130,JCNBHB_13140,CGGMPE_12840,,
group_2278,,EF0086,,CJHMOJ_08185,,,JEILEN_08875,,,PMCJLP_08350,,,,,FNCLAJ_08345
group_2276,,ESAT-6-like protein,FHNNJA_08430,CJHMOJ_05995,,,,,,PMCJLP_06155,,,,,FNCLAJ_06160
group_2272,,DUF3139 domain-containing protein,FHNNJA_10725,CJHMOJ_03980,,,,,,PMCJLP_04280,,,,,FNCLAJ_04285
group_2269,,putative protein,,,,,,,PEDMFB_00520,,MIJGKE_00520,JCNBHB_00520,CGGMPE_00520,,
group_2259,uvrA,DNA helicase UvrA,,,,,,,PEDMFB_13435,,MIJGKE_13370,JCNBHB_13375,CGGMPE_13075,,
group_2258,,ABC transporter domain-containing protein,,,,,,,PEDMFB_12120,,MIJGKE_12120,JCNBHB_12130,CGGMPE_11830,,
group_2249,,PTS system Lactose/Cellobiose specific IIB subunit,,CJHMOJ_09545,,,JEILEN_10490,,,PMCJLP_09400,,,,,FNCLAJ_09665
group_2245,,hypothetical protein,FHNNJA_00365,CJHMOJ_00370,,,,,,PMCJLP_00370,,,,,FNCLAJ_00370
group_2236,,Single-strand binding family protein,,,,,,,PEDMFB_12210,,MIJGKE_12210,JCNBHB_12220,CGGMPE_11920,,
group_2224,,putative protein,,,HCJMML_15825,,JEILEN_15900,JBIPMC_15705,,PMCJLP_14725,,,,,
cylI,cylI,CylI,,,,,,,PEDMFB_13210,,MIJGKE_13140,JCNBHB_13150,CGGMPE_12850,,
group_2156,,hypothetical protein,FHNNJA_15010,CJHMOJ_14530,,,,,,PMCJLP_14290,,,,,FNCLAJ_14955
group_2150,,Group-specific protein,,,,,,,PEDMFB_03890,,MIJGKE_03890,JCNBHB_03890,CGGMPE_03890,,
group_2144,,PTS EIIB type-3 domain-containing protein,FHNNJA_14645,CJHMOJ_14550,,,JEILEN_15565,,,,,,,,FNCLAJ_14745
group_2096,,DNA-directed RNA polymerase beta subunit,,,,,,,PEDMFB_01585,,MIJGKE_01585,JCNBHB_01585,CGGMPE_01585,,
radC,radC,DNA repair protein RadC,,,,,,,PEDMFB_01555,,MIJGKE_01555,JCNBHB_01555,CGGMPE_01555,,
group_2078,,Bacterial mobilisation domain-containing protein,,,,,,,PEDMFB_12040,,MIJGKE_12040,JCNBHB_12050,CGGMPE_11750,,
group_2068,,Uncharacterized protein gp28,,,,,,,PEDMFB_02945,,MIJGKE_02945,JCNBHB_02945,CGGMPE_02945,,
group_2046,mazF,mRNA-degrading endonuclease MazF toxin component of the MazEF toxin-antitoxin module,,CJHMOJ_13880,,,JEILEN_14870,,,PMCJLP_13700,,,,,FNCLAJ_13970
group_2030,yopX,YopX superfamily protein,,,,,,,PEDMFB_02940,,MIJGKE_02940,JCNBHB_02940,CGGMPE_02940,,
group_2029,,Replication-associated protein,,,HCJMML_15265,,,JBIPMC_15365,,PMCJLP_14480,,,,,FNCLAJ_15065
group_2026,,hypothetical protein,,,,,,,PEDMFB_03130,,MIJGKE_03130,JCNBHB_03130,CGGMPE_03130,,
group_2001,,hypothetical protein,,,,,,,PEDMFB_13700,,MIJGKE_13635,JCNBHB_13640,CGGMPE_13340,,
group_1999,,putative protein,,,,,,,PEDMFB_00550,,MIJGKE_00550,JCNBHB_00550,CGGMPE_00550,,
group_1988,,EF0072,,CJHMOJ_08135,,,JEILEN_08820,,,PMCJLP_08300,,,,,FNCLAJ_08295
group_1983,,DUF2513 domain-containing protein,,,,,,,PEDMFB_02865,,MIJGKE_02865,JCNBHB_02865,CGGMPE_02865,,
group_1959,,hypothetical protein,FHNNJA_00590,CJHMOJ_00570,,,,,,PMCJLP_00580,,,,,FNCLAJ_00580
group_1957,,EF0163 family protein,,,,,,,PEDMFB_12950,,MIJGKE_12880,JCNBHB_12890,CGGMPE_12590,,
group_1948,hipB,Transcriptional regulator contains XRE-family HTH domain,,,,,,,PEDMFB_12020,,MIJGKE_12020,JCNBHB_12030,CGGMPE_11730,,
group_1929,,Purine NTPase,,,,,,,PEDMFB_01310,,MIJGKE_01310,JCNBHB_01310,CGGMPE_01310,,
group_1923,rpoE,DNA-directed RNA polymerase specialized sigma subunit sigma24 family,,,,,,,PEDMFB_12010,,MIJGKE_12010,JCNBHB_12020,CGGMPE_11720,,
group_1896,,putative protein,,,,,,,PEDMFB_13425,,MIJGKE_13360,JCNBHB_13365,CGGMPE_13065,,
group_1895,,putative protein,,,,,,,PEDMFB_03295,,MIJGKE_03295,JCNBHB_03295,CGGMPE_03295,,
group_1894,,Toxin-antitoxin system toxin component domain protein,,,,,,,PEDMFB_02825,,MIJGKE_02825,JCNBHB_02825,CGGMPE_02825,,
group_1891,,Cytidine deaminase,,CJHMOJ_02425,,,,,,PMCJLP_02810,,,,LOEDCI_03060,FNCLAJ_02815
group_1857,,hypothetical protein,FHNNJA_12870,,,,,,,PMCJLP_02155,,,,LOEDCI_02525,FNCLAJ_02155
group_1843,,Lipoprotein,FHNNJA_04300,,HCJMML_11180,,,JBIPMC_11285,,,,,,LOEDCI_11440,
group_1840,,DUF5082 domain-containing protein,FHNNJA_08395,CJHMOJ_06030,,,,,,PMCJLP_06190,,,,,FNCLAJ_06195
secB,secB,protein-export chaperone SecB,,,,,,,PEDMFB_03135,,MIJGKE_03135,JCNBHB_03135,CGGMPE_03135,,
group_1838,,Phage protein,,,,,,,PEDMFB_02850,,MIJGKE_02850,JCNBHB_02850,CGGMPE_02850,,
group_1833,,DUF5085 domain-containing protein,FHNNJA_08355,CJHMOJ_06070,,,,,,PMCJLP_06245,,,,,FNCLAJ_06240
group_1827,tnpA,IS200/IS605 family transposase,,,,,,,PEDMFB_13430,,MIJGKE_13365,JCNBHB_13370,CGGMPE_13070,,
tnpA,tnpA,IS200/IS605 family transposase,FHNNJA_00585,CJHMOJ_00565,,,,,,PMCJLP_00575,,,,,FNCLAJ_00575
group_1771,,Phage protein,FHNNJA_14900,,HCJMML_02100,,JEILEN_02195,JBIPMC_02115,,,,,,,
group_1766,,hypothetical protein,,,,,,,PEDMFB_00535,,MIJGKE_00535,JCNBHB_00535,CGGMPE_00535,,
group_1760,,Transposase,FHNNJA_00615,CJHMOJ_00605,,,,,,PMCJLP_00610,,,,,FNCLAJ_00610
mreD,mreD,Rod shape-determining protein MreD,,,,,,,PEDMFB_12030,,MIJGKE_12030,JCNBHB_12040,CGGMPE_11740,,
group_1752,,30S ribosomal protein S20,,,,,,,PEDMFB_12230,,MIJGKE_12230,JCNBHB_12240,CGGMPE_11940,,
group_1747,,hypothetical protein,,1_refound_6_pseudo,,,4_refound_23_pseudo,,,PMCJLP_02585,,,,,FNCLAJ_02590
essA,essA,Type VII secretion protein EssA,FHNNJA_08420,CJHMOJ_06005,,,,,,PMCJLP_06165,,,,,FNCLAJ_06170
group_1718,,YcxB-like protein domain-containing protein,FHNNJA_08350,CJHMOJ_06075,,,,,,PMCJLP_06250,,,,,FNCLAJ_06245
group_1711,,EXLDI protein,,,,,,,PEDMFB_12135,,MIJGKE_12135,JCNBHB_12145,CGGMPE_11845,,
group_1703,,Phage protein,,,,,,,PEDMFB_01525,,MIJGKE_01525,JCNBHB_01525,CGGMPE_01525,,
group_1693,,Peptidase C39-like domain-containing protein,,,,,,,PEDMFB_13400,,MIJGKE_13335,JCNBHB_13340,CGGMPE_13040,,
group_1690,,Lipoprotein,FHNNJA_00355,CJHMOJ_00360,,,,,,PMCJLP_00360,,,,,FNCLAJ_00360
group_1689,,Lipoprotein,FHNNJA_00350,CJHMOJ_00355,,,,,,PMCJLP_00355,,,,,FNCLAJ_00355
group_1688,,hypothetical protein,,,,,,,PEDMFB_02820,,MIJGKE_02820,JCNBHB_02820,CGGMPE_02820,,
yfbU,yfbU,YfbU family protein,,,,,,,PEDMFB_01520,,MIJGKE_01520,JCNBHB_01520,CGGMPE_01520,,
group_1679,arpU,Phage transcriptional regulator ArpU family,,,,,,,PEDMFB_12015,,MIJGKE_12015,JCNBHB_12025,CGGMPE_11725,,
group_1677,,hypothetical protein,,,,,,,PEDMFB_03125,,MIJGKE_03125,JCNBHB_03125,CGGMPE_03125,,
group_1673,,tail protein,,,,,,,PEDMFB_03090,,MIJGKE_03090,JCNBHB_03090,CGGMPE_03090,,
kdpC,kdpC,K+-transporting ATPase KdpC subunit,,,,,,,PEDMFB_13170,,MIJGKE_13100,JCNBHB_13110,CGGMPE_12810,,
group_1663,,Peptidase C39-like domain-containing protein,,CJHMOJ_08155,,,JEILEN_08845,,,PMCJLP_08320,,,,,FNCLAJ_08315
group_1639,immA,Zn-dependent peptidase ImmA M78 family,,,,,,,PEDMFB_12025,,MIJGKE_12025,JCNBHB_12035,CGGMPE_11735,,
group_1614,,Acetyltransferase,,,,,,,PEDMFB_14695,,MIJGKE_14630,JCNBHB_14635,CGGMPE_14335,,
group_1609,,Uncharacterized protein gp30,,,,,,,PEDMFB_02955,,MIJGKE_02955,JCNBHB_02955,CGGMPE_02955,,
group_1594,,HTH deoR-type domain-containing protein,,,,,,,PEDMFB_01510,,MIJGKE_01510,JCNBHB_01510,CGGMPE_01510,,
group_1525,,DNA-binding response regulator,,CJHMOJ_02235,,,JEILEN_02845,,,PMCJLP_02615,,,,,FNCLAJ_02620
group_1522,,DUF6088 domain-containing protein,,,,,,,PEDMFB_12165,,MIJGKE_12165,JCNBHB_12175,CGGMPE_11875,,
group_1505,,Transposon Tn552 DNA-invertase bin3,,,,,,,PEDMFB_01530,,MIJGKE_01530,JCNBHB_01530,CGGMPE_01530,,
group_1499,,Glycine zipper family protein,,,,,,,PEDMFB_13410,,MIJGKE_13345,JCNBHB_13350,CGGMPE_13050,,
group_1485,,Peptidase C39-like domain-containing protein,,CJHMOJ_08180,,,JEILEN_08870,,,PMCJLP_08345,,,,,FNCLAJ_08340
group_1473,,DUF4176 domain-containing protein,FHNNJA_08385,CJHMOJ_06040,,,,,,PMCJLP_06200,,,,,FNCLAJ_06205
catA,catA,type A-8 chloramphenicol O-acetyltransferase,,,,,,,PEDMFB_01605,,MIJGKE_01605,JCNBHB_01605,CGGMPE_01605,,
group_1458,,DNA-binding protein,,,,,,,PEDMFB_12140,,MIJGKE_12140,JCNBHB_12150,CGGMPE_11850,,
group_1445,,DNA-binding response regulator,,,,,,,PEDMFB_12065,,MIJGKE_12065,JCNBHB_12075,CGGMPE_11775,,
group_1409,,Response regulator receiver domain protein,,,,,,,PEDMFB_12085,,MIJGKE_12085,JCNBHB_12095,CGGMPE_11795,,
group_1392,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,,,,,,,PEDMFB_13160,,MIJGKE_13090,JCNBHB_13100,CGGMPE_12800,,
group_1386,,IS3 family transposase,,,,,,,PEDMFB_05030,,MIJGKE_05035,JCNBHB_05035,CGGMPE_05030,,
group_1382,,hypothetical protein,,CJHMOJ_08195,,,JEILEN_08885,,,PMCJLP_08360,,,,,FNCLAJ_08355
group_1379,,putative protein,,,,,,,PEDMFB_14045,,MIJGKE_13980,JCNBHB_13985,CGGMPE_13685,,
group_1358,,putative protein,,,,,,,PEDMFB_01305,,MIJGKE_01305,JCNBHB_01305,CGGMPE_01305,,
group_1350,mutF,Mutacin ABC transporter ATP-binding protein MutF,,,,,,,PEDMFB_12050,,MIJGKE_12050,JCNBHB_12060,CGGMPE_11760,,
group_1349,,Anti-repressor protein,,,,,,,PEDMFB_02855,,MIJGKE_02855,JCNBHB_02855,CGGMPE_02855,,
agrC,agrC,AgrC,,,HCJMML_06495,,JEILEN_06760,JBIPMC_06555,,,,,,LOEDCI_06400,
group_1339,yhaQ,ABC-type uncharacterized transport system ATPase component,,,HCJMML_06490,,JEILEN_06755,JBIPMC_06550,,,,,,LOEDCI_06395,
group_1331,,DUF308 domain-containing protein,FHNNJA_08365,CJHMOJ_06060,,,,,,PMCJLP_06235,,,,,FNCLAJ_06230
group_1319,,Stage 0 sporulation A-like protein,,,,,,,PEDMFB_12130,,MIJGKE_12130,JCNBHB_12140,CGGMPE_11840,,
group_1314,,ABC-2 family transporter protein,,,,,,,PEDMFB_12095,,MIJGKE_12095,JCNBHB_12105,CGGMPE_11805,,
group_1312,,hypothetical protein,,,,,,,PEDMFB_13475,,MIJGKE_13410,JCNBHB_13415,CGGMPE_13115,,
group_1311,topB,DNA topoisomerase IA,,,,,,,PEDMFB_12155,,MIJGKE_12155,JCNBHB_12165,CGGMPE_11865,,
kilAC,kilAC,Phage antirepressor protein YoqD KilAC domain,,,,,,,PEDMFB_12225,,MIJGKE_12225,JCNBHB_12235,CGGMPE_11935,,
group_1294,,LexA-like bifunctiol S24 family peptidase/transcriptiol regulator protein,,,HCJMML_15800,,JEILEN_15875,JBIPMC_15730,,PMCJLP_14700,,,,,
group_1292,,Erf family protein,,,HCJMML_09500,,JEILEN_09490,JBIPMC_09590,,,,,,,FNCLAJ_08950
mutG,mutG,Lantibiotic ABC transporter permease protein MutG family,,,,,,,PEDMFB_12060,,MIJGKE_12060,JCNBHB_12070,CGGMPE_11770,,
group_1279,,Fluoroquinolones export ATP-binding protein/MT2762,,,,,,,PEDMFB_12100,,MIJGKE_12100,JCNBHB_12110,CGGMPE_11810,,
group_1271,,Lantibiotic ABC transporter permease protein MutE/EpiE family,,,,,,,PEDMFB_12055,,MIJGKE_12055,JCNBHB_12065,CGGMPE_11765,,
group_1253,,DNA methylase adenine-specific domain-containing protein,,,,,,,PEDMFB_01570,,MIJGKE_01570,JCNBHB_01570,CGGMPE_01570,,
group_1252,,ABC transporter permease,,,HCJMML_06485,,JEILEN_06750,JBIPMC_06545,,,,,,LOEDCI_06390,
group_1239,spoIVCA,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE,,,,,,,PEDMFB_12000,,MIJGKE_12000,JCNBHB_12010,CGGMPE_11710,,
group_1238,,DUF3329 domain-containing protein;DUF6056 domain-containing protein,FHNNJA_05570;FHNNJA_05565,,HCJMML_09835,,JEILEN_10130,JBIPMC_09925,,,,,,,
group_1230,,ABC-2 type transporter,,,,,,,PEDMFB_12090,,MIJGKE_12090,JCNBHB_12100,CGGMPE_11800,,
group_1227,,Glycosyl hydrolase,,,,,,,PEDMFB_02075,,MIJGKE_02075,JCNBHB_02075,CGGMPE_02075,,
group_1222,,Replication initiator A N-terminal domain-containing protein,,,,,,,PEDMFB_12240,,MIJGKE_12240,JCNBHB_12250,CGGMPE_11950,,
group_1198,,ABC transporter permease,,,,,,,PEDMFB_12110,,MIJGKE_12110,JCNBHB_12120,CGGMPE_11820,,
arsR,arsR,Transcriptional regulator ArsR family,FHNNJA_14930,CJHMOJ_14450,HCJMML_14895,,,JBIPMC_14995,,,,,,,
